service_line_id,from_source_line_id,from_source_station_id,from_source_station_key,from_station_name,to_source_line_id,to_source_station_id,to_source_station_key,to_station_name,duration_seconds,average_duration_seconds,straight_distance_meters,sample_count,duration_method
SL_1500AD3823C1,S2701,0119,S2701|0119,월배,S2701,0120,S2701|0120,상인,60,60,737,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0120,S2701|0120,상인,S2701,0121,S2701|0121,월촌,120,120,893,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0121,S2701|0121,월촌,S2701,0122,S2701|0122,송현,60,60,999,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0122,S2701|0122,송현,S2701,0123,S2701|0123,서부정류장(관문시장),60,60,844,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0123,S2701|0123,서부정류장(관문시장),S2701,0124,S2701|0124,대명,120,119,772,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0124,S2701|0124,대명,S2701,0125,S2701|0125,안지랑,60,60,786,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0125,S2701|0125,안지랑,S2701,0126,S2701|0126,현충로,60,60,640,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0126,S2701|0126,현충로,S2701,0127,S2701|0127,영대병원,120,119,773,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0127,S2701|0127,영대병원,S2701,0128,S2701|0128,교대,60,60,791,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0146,S2701|0146,안심(혁신도시·첨복단지),S2701,0145,S2701|0145,각산,60,60,971,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0145,S2701|0145,각산,S2701,0144,S2701|0144,반야월,120,119,941,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0144,S2701|0144,반야월,S2701,0143,S2701|0143,신기,120,120,1080,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0143,S2701|0143,신기,S2701,0142,S2701|0142,율하,60,61,872,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0142,S2701|0142,율하,S2701,0141,S2701|0141,용계,60,61,1253,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0141,S2701|0141,용계,S2701,0140,S2701|0140,방촌,60,61,1126,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0149,S2701|0149,하양(대구가톨릭대),S2701,0148,S2701|0148,부호(경일대·호산대),120,120,1650,207,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0148,S2701|0148,부호(경일대·호산대),S2701,0147,S2701|0147,대구한의대병원,360,360,5682,207,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0147,S2701|0147,대구한의대병원,S2701,0146,S2701|0146,안심(혁신도시·첨복단지),120,121,1535,207,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0222,S2702|0222,이곡,S2702,0223,S2702|0223,용산(서부법원․검찰청입구),120,120,1183,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0223,S2702|0223,용산(서부법원․검찰청입구),S2702,0224,S2702|0224,죽전,120,120,762,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0224,S2702|0224,죽전,S2702,0225,S2702|0225,감삼,120,119,1070,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0225,S2702|0225,감삼,S2702,0226,S2702|0226,두류,60,60,758,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0226,S2702|0226,두류,S2702,0227,S2702|0227,내당,60,60,882,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0227,S2702|0227,내당,S2702,0228,S2702|0228,반고개,120,119,777,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0228,S2702|0228,반고개,S2702,0229,S2702|0229,청라언덕,60,60,908,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0229,S2702|0229,청라언덕,S2702,0230,S2702|0230,반월당,60,60,994,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0230,S2702|0230,반월당,S2702,0231,S2702|0231,경대병원,60,60,928,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0231,S2702|0231,경대병원,S2702,0232,S2702|0232,대구은행(대구교육청),60,61,1039,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0232,S2702|0232,대구은행(대구교육청),S2702,0233,S2702|0233,범어,60,60,1060,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0233,S2702|0233,범어,S2702,0234,S2702|0234,수성구청(KBS),120,120,925,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0234,S2702|0234,수성구청(KBS),S2702,0235,S2702|0235,만촌,120,120,811,409,DEPARTURE_TO_ARRIVAL
